Company,Title,GNA Persona,GNA Industry
Eagle LNG Partners,President,Infrastructure Developer,3PL::Construction::Engineering::Fuel::Fuel System::Gas Distributor::LNG::Marine::Mining::Natural Gas::Power Generation::Rail
Eagle LNG Partners,Senior Vice President,Infrastructure Developer,3PL::Construction::Engineering::Fuel::Fuel System::Gas Distributor::LNG::Marine::Mining::Natural Gas::Power Generation::Rail
Cemex,Region Procurement Coordinator,Fleet (On-Road),Concrete/Asphalt::Construction::Engineering::Manufacturer
Cal Portland,Corporate Fleet,Fleet (On-Road),Concrete/Asphalt::Construction::LCFS Participant (CA)::Manufacturer
Construction Marketing Services,Unknown,Consultant,Construction
NorthStar Midstream,Commercial Lead,Technology Provider,Construction::Fuel::LNG::Natural Gas
NorthStar Midstream,"Senior Vice President, Operations",Technology Provider,Construction::Fuel::LNG::Natural Gas
NorthStar Midstream,NST E. Fairview Rep,Technology Provider,Construction::Fuel::LNG::Natural Gas
NorthStar Midstream,Point Comfort Rep,Technology Provider,Construction::Fuel::LNG::Natural Gas
NorthStar Midstream,Chief Executive Officer,Technology Provider,Construction::Fuel::LNG::Natural Gas
Gaz Metro,"Senior Advisor, Market Development LNG",Utility Company,Biogas::CNG::Construction::Dairy::Fuel System::Gas Distributor::Home Services::LNG::Natural Gas::Power Generation::Renewable Energy::Solar::Storage::Utilities
Saulsbury Industries,"Vice President, Construction Services Gulf Coast Division",Infrastructure Developer,Alternative Energy::Construction::Downstream::Engineering::Manufacturer::Midstream::Natural Gas::Oilfield Services::Pipeline::Power Generation::Renewable Energy::Terminal::Upstream
Matrix NAC,"Vice President, Business Development",Technology Provider,Construction::Oilfield Services::Power Generation
Matrix NAC,"Manager, Business Development",Technology Provider,Construction::Oilfield Services::Power Generation
Saulsbury Industries,"Senior Director, Business Development",Infrastructure Developer,Alternative Energy::Construction::Downstream::Engineering::Manufacturer::Midstream::Natural Gas::Oilfield Services::Pipeline::Power Generation::Renewable Energy::Terminal::Upstream
CalCIMA,"Director, Communications, Safety, & Technical Services",Industry/Trade Group,Association::Concrete/Asphalt::Construction
DeSilva Gates Construction,Unknown,Consultant,Construction
Martin Brothers Construction,Unknown,Consultant,Construction
DeSilva Gates Construction,Unknown,Consultant,Concrete/Asphalt::Construction::Goods Movement::Heavy Duty
Delta Construction,Unknown,Consultant,Concrete/Asphalt::Construction::Goods Movement::Heavy Duty
Syblon Reid Construction,Unknown,Consultant,Construction
Raymundo Engineering,Unknown,Consultant,CNG::Construction::Engineering::Natural Gas
Holt of California,Emissions Manager,Technology Provider,Construction::Dealer::Equipment::Heavy Duty::Medium Duty::Off Road::Service Garage
Hartman Strong Hartman,Principal,Consultant,Attorney::Biogas::Construction::Consultant
CDM Smith,Senior Project Manager,Infrastructure Developer,Biogas::Construction::Engineering::Power Generation::Renewable Energy::Water
Specialty Concrete Construction,Principal,Technology Provider,Agriculture::Biogas::Concrete/Asphalt::Construction
Xergi,Country Manager,Infrastructure Developer,Biogas::Construction::Engineering::Power Generation::Renewable Energy
CDM Engineers & Constructors,CEO,Technology Provider,Biogas::Construction::Engineering
Kiewit,Equipment Manager,Fleet (On-Road),Construction::End User::Engineering::Equipment::E&P::Heavy Duty::Mining::Power Generation
Parsons Brinckerhoff,Vice President Director – Ports & Marine Division US,Consultant,Architect::Construction::Consultant::Engineering::Marine::Port::Rail
Quickdraw Permit Consulting,Permit Consultant,Consultant,Architect::Construction::Consultant
GTT North America,Chairman,Technology Provider,Construction::Engineering::Fuel System::LNG::Mining::Natural Gas::Station Builder/Seller::Storage::Tank
MJW Consolidated,Area Manager,Infrastructure Developer,Concrete/Asphalt::Construction::Engineering::Equipment::Manufacturer::Natural Gas::Pipeline::Utilities
MJW Consolidated,Safety Director,Infrastructure Developer,Concrete/Asphalt::Construction::Engineering::Equipment::Manufacturer::Natural Gas::Pipeline::Utilities
SPATCO,President & Chief Executive Officer,Technology Provider,Construction; Consultant; Equipment; Fuel System; Industrial; Natural Gas; Station Builder/Seller; Training
Ramboll,Principal,Consultant,Consultant::Construction::Engineering::Environmental Organization::LCFS Participant (CA)
Marubeni,"Business Development Manager, Natural Gas",Investor,Construction::Engineering
Marubeni,"Deputy General Manager, Natural Gas Dept. - II",Investor,Construction::Engineering
Marubeni,"General Manager, Natural Gas Project Sec. ? I, Natural Gas Dept. - II",Investor,Construction::Engineering
Mears Group,Unknown,Consultant,Engineering::Construction
KATE Energy,Projects Development,Consultant,Utilities::Engineering::Construction
Gaz Metro,Senior Technical Advisor,Utility Company,Biogas::CNG::Construction::Dairy::Fuel System::Gas Distributor::Home Services::LNG::Natural Gas::Power Generation::Renewable Energy::Solar::Storage::Utilities
Kiewit,Vice President,Fleet (On-Road),Construction::End User::Engineering::Equipment::E&P::Heavy Duty::Mining::Power Generation
Marubeni,Vice President,Consultant,Construction::Engineering
Bechtel,Business Development Manager,Consultant,Construction
Wartsila,"General Manager, Marine Solutions Sales",Technology Provider,Construction::Engine::Engineering::Equipment::Fuel System::LMV::LNG::Marine::Natural Gas::OGV::Oilfield Services::Power Generation::Station Builder/Seller
Matrix Service,Engineering,Technology Provider,Construction::Engineering::Fuel System::LNG::Mining::Natural Gas::Station Builder/Seller::Storage::Tank
Eagle LNG Partners,"Vice President, Engineering",Infrastructure Developer,3PL::Construction::Engineering::Fuel::Fuel System::Gas Distributor::LNG::Marine::Mining::Natural Gas::Power Generation::Rail
American Integrated Services,Unknown,Consultant,Construction::Power Generation
Volvo,Senior Vice President Sales & Marketing,Technology Provider,Bus::Construction::Electric Vehicles::Engine::Equipment::Finance::Heavy Duty::Hybrid::Light Duty::Marine::OEM::Vehicle
Sophance,Principal,Infrastructure Developer,Alternative Energy::Biogas::Construction::Consultant::Engineering::Finance::Power Generation::Remote Power Generation
Genesis Industrial Group,Managing Director,Infrastructure Developer,Construction::Engineering::Power Generation::Water
Mas Energy,VP,Infrastructure Developer,Construction::Engineering::Power Generation
T.V. John & Son,Business Development Manager,Infrastructure Developer,Construction::Consultant::Engineering::Power Generation
Burns & McDonnell,Senior Project Manager,Consultant,Architect::Construction::Consultant::Engineering::Finance::Planning
Sophance,Principal,Infrastructure Developer,Alternative Energy::Biogas::Construction::Consultant::Engineering::Finance::Power Generation::Remote Power Generation
Stars and Stripes Express,Unknown,Please Select,Construction::Fleet::Heavy Duty
Unknown,Unknown,Fleet (On-Road),Construction::Fleet::Heavy Duty
Unknown,Unknown,Community Member,Construction::Fleet::Heavy Duty
Unknown,Unknown,Fleet (On-Road),Construction::Fleet::Heavy Duty
Unknown,Unknown,Fleet (On-Road),Construction::Fleet::Heavy Duty
bak.rr.com,Unknown,Fleet (On-Road),Construction::Fleet::Heavy Duty
Unknown,Unknown,Community Member,Construction::Fleet::Heavy Duty
"R.I.C. Construction - R.I.C.: General Engineer, Genral Contractor and Builder, Licensed supporting 2",Unknown,Consultant,Fleet::Heavy Duty::Construction
Harbin Construction,Unknown,Consultant,Construction
Perley Cable Construction,Unknown,Consultant,Construction
Constructions Daniel Siebenaller,Unknown,Community Member,Construction
VCI Construction,Unknown,Consultant,Construction
W.A. Rasic Construction Company,Unknown,Consultant,Construction
Cocco Construction,Unknown,Consultant,Construction
Black & Veatch,Process Engineer,Consultant,Construction::Consultant::E&P::Engineering::Equipment::Natural Gas::Pipeline
Burns & McDonnell,Department Manager,Consultant,Construction::Consultant::Engineering
Henkels & McCoy,President & COO,Fleet (On-Road),Construction::Engineering::Pipeline::Utilities
Northern Improvement,President,Fleet (On-Road),Concrete/Asphalt::Construction::Fleet::Heavy Duty
Ozinga,CNG Account Manager,Fleet (On-Road),Concrete/Asphalt::Construction::Manufacturer
Swinerton Builders,"Vice President, Division Manager",Consultant,Construction
Energir,Unknown,Utility Company,Biogas::CNG::Construction::Dairy::Fuel System::Gas Distributor::Home Services::LNG::Natural Gas::Power Generation::Renewable Energy::Solar::Storage::Utilities
Geneva Rock,President,Fleet (On-Road),CNG::Concrete/Asphalt::Construction::Fleet::Heavy Duty
Home Depot,"Vice President, Transportation",Fleet (On-Road),Construction::Goods Movement::Home Services
Genesis Contracting,Chief Financial Officer,Consultant,Construction::Consultant
Burns & McDonnell,Business Analyst,Consultant,Architect::Construction::Consultant::Engineering::Planning
CH2M HILL,"PMP, Senior Program Manager",Consultant,Construction::Consultant::Engineering
Louis Berger,Principal Planner,Consultant,Construction::Consultant::Economic Development::Engineering::Architecture
Louis Berger,"LEED AP, ENV SP, Corporate Sustainability Manager",Consultant,Construction::Consultant::Economic Development::Engineering::Architecture
MERJE,Principal,Consultant,Construction::Consultant
Stacy and Witbeck,NW Sustainability Coordinator,Infrastructure Developer,Construction::Rail
TRC,Principal,Consultant,Construction::Consultant::Engineering
STV Incorporated,"Associate - Manager, Bus Systems Engineering",Infrastructure Developer,Architect::Construction::Engineering::Planning
WSB & Associates,Senior Transportation Planner,Consultant,Construction::Consultant::Engineering::Planning
WSP USA,Senior Planning Manager,Consultant,Construction; Consultant; Engineering
WSP USA,"Manager, Bus/Public Works Facilities",Consultant,Construction; Consultant; Engineering
WSP USA,Senior Communications Manager,Consultant,Construction; Consultant; Engineering
WSP USA,Transit Operations Manager,Consultant,Construction; Consultant; Engineering
WSP USA,"AICP, LEED AP, Sustainbility Director",Consultant,Construction; Consultant; Engineering
WSP USA,"AICP, Sustainability Compliance Analyst",Consultant,Construction; Consultant; Engineering
CGRS,Marketing Director,Consultant,Construction::Consultant::Environmental Organization
Cacsa WC,Founding Partner,Fleet (On-Road),Construction::Fleet::Goods Movement
Orbcomm,"SVP, International",Technology Provider,Construction; Heavy Duty; ITS; Manufacturer
Orbcomm,"EVP, Technology and Operations",Technology Provider,Construction; Heavy Duty; ITS; Manufacturer
Ingersoll Rand,Unknown,Technology Provider,Construction; Power Generation
Builders Transportation,Director of Mainenance,Fleet (On-Road),Construction::Goods Movement::Heavy Duty
Reynolds Fence & Guardrail,Owner,Fleet (On-Road),Business::Construction
Burns & McDonnell,Unknown,Consultant,Construction::Engineering
Ozinga,President,Fleet (On-Road),Concrete/Asphalt::Construction::Manufacturer
"AvalonBay Communities, Inc.",Senior Vice President of Propety Operations,Infrastructure Developer,Business::Construction
Bluestar Properties,Founding Partner,Infrastructure Developer,Business::Construction
BOMA Greater Los Angeles,President,Industry/Trade Group,Association::Construction
Building Owners and Managers Association - Inland Empire,Association Executive,Industry/Trade Group,Association::Construction
BOMA Oakland/East Bay,Executive Director,Industry/Trade Group,Association::Construction
BOMA Orange County,Executive Director,Industry/Trade Group,Association::Construction
BOMA Silicon Valley,Executive Director,Industry/Trade Group,Association::Construction
CB Richard Ellis,"Group President and CEO, Americas",Consultant,Finance::Consultant::Construction::Business
CB Richard Ellis,"President, Southern California and Hawaii Dvision",Consultant,Finance::Consultant::Construction::Business
CB Richard Ellis,"COO, Americas",Consultant,Finance::Consultant::Construction::Business
Conservice Utility Management & Billing,Partner,Infrastructure Developer,Business::Construction
Contract Carpet Corporation,Lead Business Executive,Infrastructure Developer,Business::Construction
"Dowling and Marquez, LLP",Partner,Infrastructure Developer,Business::Construction
Essex Property Trust,Executive Vice President,Infrastructure Developer,Business::Construction
"FPI Management, Inc.",Senior Director of Acquisitions,Infrastructure Developer,Business::Construction
"Fresno, Madera, Tulare, Kings Building Trades Council",Secretary-Treasurer,Industry/Trade Group,Construction::Labor(Union)
Guard Hill Holdings,Partner,Infrastructure Developer,Business::Construction
"JB Matteson, Inc.",Principal - Director of Asset Management,Infrastructure Developer,Business::Construction
Out-Fit,President and Co-Owner,Fleet (On-Road),Business::Construction
Pahl & Mccay,Senior Partner,Infrastructure Developer,Business::Construction
Prime Residential,"Senior Vice President, Operations",Infrastructure Developer,Business::Construction
"Prometheus Real Estate, Inc.",Chief Investment Officer,Infrastructure Developer,Business::Construction
Quality Management Group,"SCS, NCP, President, Broker, and Developer",Infrastructure Developer,Business::Construction
Savvy Properties,Chairman,Infrastructure Developer,Business::Construction
State Building and Construction Trades Council of California,Deputy Legislative Director,Industry/Trade Group,Advocacy Group::Construction
West Coast Property Management,President,Infrastructure Developer,Business::Construction
Woodmont Real Estate Services,CEO & Chairman,Infrastructure Developer,Business::Construction
LAI Fleet,President,Fleet (On-Road),Concrete/Asphalt::Construction::Goods Movement::Heavy Duty
PBC Leasing,Operations Manager,Fleet (On-Road),Construction
Morrow Meadow,Fleet Manager,Fleet (On-Road),Airport::Construction
Mutual Materials,Maintenance Coordinator,Technology Provider,Construction::Power Generation::Eqiupment
Savage Services,Maintenance Manager,Fleet (On-Road),Construction::Drilling::E&P::Fleet::Goods Movement::Marine::Rail::LNG Terminal
Black & Veatch,Market Manager - Black & Veatch Telecom Division,Consultant,Construction::Consultant::Engineering
"Buro Happold Consulting Engineers, I",Marketing Manager,Consultant,Construction::Consultant::Engineering
ECS,Marketing Director,Consultant,Construction::Consultant
Fehr & Peers,Regional Marketing Professional,Consultant,Construction::Consultant::Engineering
WSP USA,Marketing Specialist,Consultant,Business; Construction; Consultant; Engineering
Black & Veatch,Growth Accelerator,Consultant,Construction::Consultant::Energy Efficiency::Engineering
Climate Pros,Fleet Manager,Fleet (On-Road),Construction::Equipment::Fleet
Mortenson Company,Strategy and Market Development Director,Infrastructure Developer,Construction
Moffatt & Nichol,Electrical Engineer,Consultant,Construction::Engineering::Power Generation
Rosendin Electric,Administrative Assistant,Fleet (On-Road),Construction::Electricity::Engineering::Fleet::Heavy Duty
Rosendin Electric,Project Manager,Fleet (On-Road),Construction::Electricity::Engineering::Fleet::Heavy Duty
Green Water and Power,President,Consultant,Construction::Consultant::Environmental Organization
Dialed-In Partners,Executive Director,Consultant,Construction::Consultant
Burns & McDonnell,,Consultant,Construction::Engineering
Black & Veatch,AVP,Consultant,Construction::Consultant::Engineering
Enovation Controls,Corporate Marketing,Technology Provider,Construction::Engineering::Fuel System::LNG::Mining::Natural Gas::Station Builder/Seller::Storage::Tank
Holland Roofing Distribution,General Manager,,Construction::Equipment::Fleet::Manufacturer
Energir,Market Development LNG,Utility Company,Biogas::CNG::Construction::Dairy::Fuel System::Gas Distributor::Home Services::LNG::Natural Gas::Power Generation::Renewable Energy::Solar::Storage::Utilities
Argento/Graham,Co-Founder & Principal,Consultant,Construction::Consultant::Green Company
Burns & McDonnell,Business Analyst,Consultant,Architect::Construction::Consultant::Engineering::EVSE::Planning::Solar
Unknown,Contractor,Fleet (On-Road),Construction
Kiewit,Executive Assistant,Fleet (On-Road),Construction::End User::Engineering::Equipment::E&P::Heavy Duty::Mining::Power Generation
L L Geans Construction Co.,Vice President,Consultant,Construction
Smoot Construction Co. of Ohio,Principal,Consultant,Construction
McCrite Milling & Construction Co. Inc.,Principal,Consultant,Construction
Oldcastle,Sales Manager,Fleet (On-Road),Construction::Fleet::Heavy Duty::Manufacturer
"Fox Hauling & Construction, Inc.","President, Incorporator & Secretary",Consultant,Construction
Wintrow Construction Corp.,Vice President,Consultant,Construction
Barry W Wright Construction Co.,President,Consultant,Construction
